DATE,PRTODCNPI03GPSAM
2009-01-01,8.13776287717159
2009-02-01,-10.0901916572717
2009-03-01,16.0188087774295
2009-04-01,-12.8073493650365
2009-05-01,2.94391075302139
2009-06-01,-13.1246237206502
2009-07-01,0.589050589050586
2009-08-01,4.06476059249054
2009-09-01,-4.17080436941411
2009-10-01,-6.07944732297064
2009-11-01,11.6954762780434
2009-12-01,12.6111294040171
2010-01-01,-13.2748538011696
2010-02-01,6.84423465947403
2010-03-01,-4.38624171662984
2010-04-01,11.3201320132013
2010-05-01,0.74117995849392
2010-06-01,-11.035903472631
2010-07-01,-16.7714191200794
2010-08-01,20.6279809220986
2010-09-01,-12.9818780889621
2010-10-01,0.643695569859898
2010-11-01,-3.19789315274644
2010-12-01,-3.22580645161289
2011-01-01,0.602409638554204
2011-02-01,-4.71057884231536
2011-03-01,-10.7247591118559
2011-04-01,-0.891600187705288
2011-05-01,-1.32575757575758
2011-06-01,-5.61420345489444
2011-07-01,-2.03355363497712
2011-08-01,-4.20342501297352
2011-09-01,11.646803900325
2011-10-01,-5.72537603105288
2011-11-01,-16.6752444673186
2011-12-01,22.4212476837554
2012-01-01,-9.23309788092835
2012-02-01,-16.5091717620901
2012-03-01,1.59786950732357
2012-04-01,-11.0091743119266
2012-05-01,5.81737849779085
2012-06-01,-18.3020180932498
2012-07-01,15.0766609880749
2012-08-01,3.70096225018505
2012-09-01,-19.5574589578872
2012-10-01,9.13930789707187
2012-11-01,-14.0650406504065
2012-12-01,-5.10879848628194
2013-01-01,-8.17547357926221
2013-02-01,7.49185667752444
2013-03-01,-11.9191919191919
2013-04-01,-2.40825688073395
2013-05-01,0.82256169212691
2013-06-01,3.37995337995338
2013-07-01,11.6121758737317
2013-08-01,-11.2121212121212
2013-09-01,0.455062571103514
2013-10-01,-29.2185730464326
2013-11-01,21.28
2013-12-01,15.5672823218997
2014-01-01,-20.662100456621
2014-02-01,13.5251798561151
2014-03-01,-1.39416983523448
2014-04-01,10.6683804627249
2014-05-01,-16.144018583043
2014-06-01,0.969529085872577
2014-07-01,13.8545953360768
2014-08-01,-13.9759036144578
2014-09-01,27.4509803921568
2014-10-01,-5.71428571428572
2014-11-01,16.5501165501166
2014-12-01,-18.5
2015-01-01,16.441717791411
2015-02-01,3.47734457323499
2015-03-01,-11.6089613034623
2015-04-01,20.9677419354839
2015-05-01,-23.7142857142857
2015-06-01,23.0961298377029
2015-07-01,-0.405679513184573
2015-08-01,4.58248472505092
2015-09-01,-8.08179162609543
2015-10-01,22.9872881355932
2015-11-01,0.516795865633075
2015-12-01,-7.28363324764353
2016-01-01,-6.56192236598892
2016-02-01,8.50642927794264
2016-03-01,11.6681859617138
2016-04-01,12.4897959183673
2016-05-01,17.4165457184325
2016-06-01,-9.45611866501854
2016-07-01,-16.1774744027304
2016-08-01,11.8892508143323
2016-09-01,10.334788937409
2016-10-01,-6.79419525065963
2016-11-01,-2.26468506723284
2016-12-01,18.2476466328747
2017-01-01,9.30802204531536
2017-02-01,-19.047619047619
2017-03-01,12.1107266435986
2017-04-01,6.04938271604939
2017-05-01,5.58789289871943
2017-06-01,-10.9702315325248
2017-07-01,2.16718266253871
2017-08-01,-4.0
2017-09-01,28.5353535353535
2017-10-01,-15.1277013752456
2017-11-01,5.38194444444443
2017-12-01,1.3728720483251
2018-01-01,-4.22535211267605
2018-02-01,30.9954751131222
2018-03-01,11.8307426597582
2018-04-01,-3.59073359073359
2018-05-01,-14.9379255106127
2018-06-01,31.5442561205273
2018-07-01,-17.5017895490336
2018-08-01,7.15835140997831
2018-09-01,-8.8259109311741
2018-10-01,17.1847246891652
2018-11-01,-1.17468738158392
2018-12-01,8.85736196319018
2019-01-01,-5.98802395209581
2019-02-01,13.7130011240165
2019-03-01,-4.97528830313016
2019-04-01,-21.0818307905687
2019-05-01,20.3866432337434
2019-06-01,-5.43795620437956
2019-07-01,13.2767271323813
2019-08-01,-3.27086882453152
2019-09-01,9.12293060936951
2019-10-01,4.74499677211103
2019-11-01,-16.7642526964561
2019-12-01,-14.5501666049611
2020-01-01,41.4644714038128
2020-02-01,-1.04134762633996
2020-03-01,-32.2500773754256
2020-04-01,6.57834627683874
2020-05-01,29.661380197171
2020-06-01,-7.6694214876033
2020-07-01,8.95094880057286
2020-08-01,-0.722970752546822
2020-09-01,-15.3260509764978
2020-10-01,16.2236121970289
2020-11-01,5.68449377732928
2020-12-01,-0.254614894971356
2021-01-01,-5.99872367581365
2021-02-01,-10.9979633401222
2021-03-01,44.8131197559115
2021-04-01,-0.658414537793004
2021-05-01,-16.2513255567338
2021-06-01,-4.68502690724912
2021-07-01,14.3806044503487
2021-08-01,-5.86527293844367
2021-09-01,-6.94016039481802
2021-10-01,-13.4570765661253
2021-11-01,23.1328992723094
2021-12-01,-4.60342146189735
2022-01-01,15.6178676230844
2022-02-01,-1.1844331641286
2022-03-01,0.428082191780813
2022-04-01,1.47769252628589
2022-05-01,-1.0361243349202
2022-06-01,-9.87549518958686
2022-07-01,12.1507064364207
2022-08-01,-21.5005599104143
2022-09-01,21.9686162624822
2022-10-01,8.21637426900586
2022-11-01,-7.72764117806
2022-12-01,0.0878477306002962
2023-01-01,9.56699824458748
2023-02-01,-0.907877169559408
2023-03-01,1.99407167879277
