DATE,PRTCPIALLMINMEI
1998-07-01,69.9866727594354
1998-08-01,69.9986150285163
1998-09-01,69.9150191449501
1998-10-01,70.1648116065586
1998-11-01,70.5101422208142
1998-12-01,70.7589394933326
1999-01-01,70.5260652462554
1999-02-01,70.5489545953271
1999-03-01,70.8504968896194
1999-04-01,71.3013175474228
1999-05-01,71.3859086200791
1999-06-01,71.4953794199872
1999-07-01,71.479456394546
1999-08-01,71.3679952164578
1999-09-01,71.3520721910166
1999-10-01,71.5481244417611
1999-11-01,71.965108670502
1999-12-01,72.1442427067153
2000-01-01,72.0029258559248
2000-02-01,71.8387196560626
2000-03-01,71.9471952668807
2000-04-01,72.7861396698128
2000-05-01,73.1961575749232
2000-06-01,73.5623871600704
2000-07-01,73.8042181089583
2000-08-01,73.8330785925704
2000-09-01,73.7664009235355
2000-10-01,74.0669480287377
2000-11-01,74.6521192137011
2000-12-01,74.9297769698317
2001-01-01,75.2054443477821
2001-02-01,75.297996933159
2001-03-01,75.6283997110634
2001-04-01,76.0553358307051
2001-05-01,76.6912616592622
2001-06-01,76.891294666367
2001-07-01,76.9778761172034
2001-08-01,76.8295929427824
2001-09-01,76.8027228373504
2001-10-01,77.1002843752825
2001-11-01,77.6128067566705
2001-12-01,77.7650706874517
2002-01-01,77.889469323711
2002-02-01,77.755118796551
2002-03-01,78.0904975199059
2002-04-01,78.7244329702828
2002-05-01,79.2439216753013
2002-06-01,79.4996852714503
2002-07-01,79.6360261767904
2002-08-01,79.6947423331047
2002-09-01,79.6479684458712
2002-10-01,80.1614860163493
2002-11-01,80.7426764449524
2002-12-01,80.8541376230406
2003-01-01,80.9735603138495
2003-02-01,80.9606228556785
2003-03-01,81.0173486338127
2003-04-01,81.6403370041989
2003-05-01,82.1001143638129
2003-06-01,82.0961336074526
2003-07-01,81.8552978476548
2003-08-01,81.8951054112578
2003-09-01,82.0503549093092
2003-10-01,82.4961996216623
2003-11-01,82.7250931123792
2003-12-01,82.7728621887028
2004-01-01,82.7778381341531
2004-02-01,82.6524443088039
2004-03-01,82.843520614098
2004-04-01,83.5481144898702
2004-05-01,84.0944733003207
2004-06-01,84.2835592274347
2004-07-01,84.1243289730229
2004-08-01,83.8317433805412
2004-09-01,83.7650657115063
2004-10-01,84.3054533874163
2004-11-01,84.7662259361205
2004-12-01,84.8319084160653
2005-01-01,84.4467702382068
2005-02-01,84.4109434309641
2005-03-01,84.6995482670855
2005-04-01,85.2757627502382
2005-05-01,85.6310452553946
2005-06-01,85.6519442262861
2005-07-01,85.9096982006152
2005-08-01,86.0042411641722
2005-09-01,86.1694425531244
2005-10-01,86.5724941346043
2005-11-01,86.9357381524812
2005-12-01,87.0213244142276
2006-01-01,86.7287388217459
2006-02-01,86.9068776688691
2006-03-01,88.0035760461303
2006-04-01,88.458377460294
2006-05-01,88.8385396927022
2006-06-01,88.7967417509191
2006-07-01,88.5907376092738
2006-08-01,88.4543967039337
2006-09-01,88.8236118563511
2006-10-01,88.8863087690257
2006-11-01,89.0067266489246
2006-12-01,89.2037740887593
2007-01-01,88.9599527616912
2007-02-01,88.9450249253401
2007-03-01,90.0556559498624
2007-04-01,90.8786773273534
2007-05-01,91.0110374763331
2007-06-01,90.9642635890997
2007-07-01,90.7015336693202
2007-08-01,90.2726071714984
2007-09-01,90.6766539420684
2007-10-01,91.1752436761953
2007-11-01,91.4917138068388
2007-12-01,91.5952134722064
2008-01-01,91.4797715377579
2008-02-01,91.4887282395686
2008-03-01,92.8431805911589
2008-04-01,93.1337758054604
2008-05-01,93.5418033323906
2008-06-01,94.0105373938154
2008-07-01,93.4661689615451
2008-08-01,92.9944493328501
2008-09-01,93.4910486887969
2008-10-01,93.3467462707362
2008-11-01,92.7516231948721
2008-12-01,92.3097592388794
2009-01-01,91.7166265411954
2009-02-01,91.6678622757818
2009-03-01,92.3963406897158
2009-04-01,92.6272245586129
2009-05-01,92.4461001442195
2009-06-01,92.5157633805246
2009-07-01,92.0241399700282
2009-08-01,91.7574292938885
2009-09-01,91.9345729519216
2009-10-01,91.9863227846054
2009-11-01,92.2032740062415
2009-12-01,92.2669661080062
2010-01-01,91.8231117738333
2010-02-01,91.8539626356256
2010-03-01,92.9198101510946
2010-04-01,93.2979820053226
2010-05-01,93.424371019762
2010-06-01,93.6025098668852
2010-07-01,93.761740121297
2010-08-01,93.5746445723631
2010-09-01,93.7458170958558
2010-10-01,94.1458831100654
2010-11-01,94.3110844990176
2010-12-01,94.5877470660582
2011-01-01,95.1321154983285
2011-02-01,95.1271395528781
2011-03-01,96.6577403734116
2011-04-01,97.0647727112517
2011-05-01,97.015013256748
2011-06-01,96.7901005223914
2011-07-01,96.717451718816
2011-08-01,96.2935011664446
2011-09-01,97.0787053585127
2011-10-01,98.0987741758383
2011-11-01,98.0211494268126
2011-12-01,98.0042312122813
2012-01-01,98.471970084616
2012-02-01,98.5515852118219
2012-03-01,99.701028610857
2012-04-01,99.9816719342578
2012-05-01,99.6313653745519
2012-06-01,99.4134189638257
2012-07-01,99.3974959383845
2012-08-01,99.256179087594
2012-09-01,99.8751867016199
2012-10-01,100.188671264993
2012-11-01,99.8731963234398
2012-12-01,99.8851385925206
2013-01-01,98.6441377971987
2013-02-01,98.5257102954799
2013-03-01,100.153839646841
2013-04-01,100.164786726831
2013-05-01,100.335959250324
2013-06-01,100.387709083008
2013-07-01,100.15085407957
2013-08-01,99.4084430183753
2013-09-01,99.9906286360685
2013-10-01,99.9418643706549
2013-11-01,99.7199372035684
2013-12-01,100.080195654175
2014-01-01,98.701858764423
2014-02-01,98.4441047900939
2014-03-01,99.7876100616934
2014-04-01,100.023469876041
2014-05-01,99.8960856725115
2014-06-01,99.9667440979067
2014-07-01,99.2770780584856
2014-08-01,99.0511701350389
2014-09-01,99.6174327272908
2014-10-01,99.9458451270152
2014-11-01,99.7388457962798
2014-12-01,99.7229227708386
2015-01-01,98.3137350192942
2015-02-01,98.2400910266288
2015-03-01,100.097113868706
2015-04-01,100.42154551207
2015-05-01,100.849476820802
2015-06-01,100.768866504506
2015-07-01,100.038397712392
2015-08-01,99.7030189890372
2015-09-01,100.489218370195
2015-10-01,100.578785388302
2015-11-01,100.380742759377
2015-12-01,100.119008028688
2016-01-01,99.0810258077411
2016-02-01,98.6371714735682
2016-03-01,100.54693933742
